enhancer_element	closest_gene_id	closest_gene_name
chr22:20015800-20017000	ENSG00000099889.14	ARVCF
chr3:50595300-50597700	ENSG00000114737.16	CISH
chr4:7027000-7028300	ENSG00000173011.12	TADA2B
chr6:111595200-111596900	ENSG00000056972.20	TRAF3IP2
chr7:43555200-43556500	ENSG00000164543.7	STK17A
chr9:756700-758100	ENSG00000107104.20	KANK1
chr1:176533100-176534600	ENSG00000116183.11	PAPPA2
chr22:35369100-35370200	ENSG00000100292.18	HMOX1
chr6:158880900-158885200	ENSG00000092820.18	EZR
chr1:147112900-147114300	ENSG00000131791.8	PRKAB2
chr1:147114500-147116400	ENSG00000131791.8	PRKAB2
chr1:155158700-155160500	ENSG00000163463.13	KRTCAP2
chr1:167853300-167854600	ENSG00000143199.18	ADCY10
chr1:225719600-225720900	ENSG00000143742.14	SRP9
chr1:227388900-227390100	ENSG00000143776.19	CDC42BPA
chr10:59981200-59982700	ENSG00000151150.22	ANK3
chr11:1795000-1798300	ENSG00000149043.16	SYT8
chr11:9110200-9111600	ENSG00000175356.14	SCUBE2
chr12:110947600-110948800	ENSG00000111245.17	MYL2
chr13:103470800-103473100	ENSG00000125255.7	SLC10A2
chr15:83409500-83411300	ENSG00000140600.17	SH3GL3
chr17:65362500-65363700	ENSG00000168646.13	AXIN2
chr2:236739200-236741200	ENSG00000144476.6	ACKR3
chr3:83216800-83219000	ENSG00000114480.13	GBE1
chr3:185014000-185015200	ENSG00000187068.3	C3orf70
chr4:163383900-163386300	ENSG00000164129.12	NPY5R
chr5:5720900-5722700	ENSG00000164151.12	ICE1
chr5:7145900-7148300	ENSG00000078295.17	ADCY2
chr5:80919300-80921100	ENSG00000113319.13	RASGRF2
chr6:49675300-49677500	ENSG00000124490.14	CRISP2
chr6:54715300-54716700	ENSG00000168143.9	FAM83B
chr7:25190000-25192400	ENSG00000153790.12	C7orf31
chr7:52944700-52946000	ENSG00000221900.6	POM121L12
chr8:21440200-21441600	ENSG00000168546.11	GFRA2
chr8:47553300-47555500	ENSG00000164808.17	SPIDR
chr8:116790000-116791600	ENSG00000147679.12	UTP23
chr8:126325900-126327600	ENSG00000168672.4	LRATD2
chrX:100690300-100691500	ENSG00000102359.9	SRPX2
chrX:120641500-120643700	ENSG00000171155.8	C1GALT1C1
chr1:182140800-182141900	ENSG00000179930.6	ZNF648
chr10:21265100-21266300	ENSG00000078114.19	NEBL
chr11:14588300-14589400	ENSG00000129084.18	PSMA1
chr11:110197100-110198500	ENSG00000137710.17	RDX
chr12:92603600-92604700	ENSG00000187510.11	PLEKHG7
chr13:68709900-68711400	ENSG00000150361.12	KLHL1
chr16:75090900-75092100	ENSG00000186187.12	ZNRF1
chr19:17237400-17238800	ENSG00000160113.6	NR2F6
chr3:42824900-42826000	ENSG00000144648.16	ACKR2
chr4:151194100-151195300	ENSG00000109686.19	SH3D19
chr5:100822800-100824100	ENSG00000113532.13	ST8SIA4
chr5:138748000-138749200	ENSG00000044115.21	CTNNA1
chr6:11416000-11417400	ENSG00000111859.17	NEDD9
chr6:54870700-54872200	ENSG00000168143.9	FAM83B
chr7:149368800-149370300	ENSG00000196453.8	ZNF777
chrX:10004800-10006000	ENSG00000047644.19	WWC3
chr3:31664600-31669800	ENSG00000163527.10	STT3B
chr15:40157300-40160000	ENSG00000156970.13	BUB1B
chr4:157822300-157826000	ENSG00000164125.16	GASK1B
chr7:134308900-134310300	ENSG00000205060.11	SLC35B4
chr11:71265000-71268600	ENSG00000162105.20	SHANK2
chr14:103174000-103176200	ENSG00000185215.11	TNFAIP2
chr1:200672600-200674000	ENSG00000118197.14	DDX59
chr1:6836400-6839400	ENSG00000171735.19	CAMTA1
chr2:128277000-128278900	ENSG00000136720.7	HS6ST1
chr5:168374400-168376600	ENSG00000113645.15	WWC1
chr2:87669000-87673600	ENSG00000125551.19	PLGLB2
chr6:4290000-4293000	ENSG00000198721.13	ECI2
chr22:18062600-18063800	ENSG00000215193.14	PEX26
chr2:171171300-171177400	ENSG00000198586.14	TLK1
chr1:193132400-193134000	ENSG00000134371.14	CDC73
chr9:128669700-128672600	ENSG00000119335.17	SET
chr12:124929300-124930400	ENSG00000150991.15	UBC
chr21:26765800-26767500	ENSG00000154734.16	ADAMTS1
chr7:74796600-74799300	ENSG00000158517.15	NCF1
chr11:123376900-123378900	ENSG00000023171.19	GRAMD1B
chr20:34304700-34306800	ENSG00000101444.13	AHCY
chr10:28338500-28341300	ENSG00000150054.19	MPP7
chr10:111201800-111204000	ENSG00000150594.7	ADRA2A
chr6:20651000-20654400	ENSG00000145996.11	CDKAL1
chr17:40616000-40617200	ENSG00000073584.20	SMARCE1
chr14:71703000-71704200	ENSG00000197555.10	SIPA1L1
chr9:88325400-88328300	ENSG00000106723.17	SPIN1
chr16:23319500-23321200	ENSG00000168447.11	SCNN1B
chr15:67586600-67588300	ENSG00000137764.20	MAP2K5
chr1:65333900-65335300	ENSG00000116675.16	DNAJC6
chr17:42235400-42237400	ENSG00000173757.10	STAT5B
chr3:48317500-48322500	ENSG00000229453.2	SPINK8
chr19:39704100-39705700	ENSG00000006659.13	LGALS14
chr19:16181700-16183000	ENSG00000105058.12	FAM32A
chr11:103523700-103526300	ENSG00000187240.17	DYNC2H1
chr2:26614500-26615800	ENSG00000157884.11	CIB4
chr11:72191300-72192700	ENSG00000110195.14	FOLR1
chr6:21360100-21361300	ENSG00000124766.7	SOX4
chr11:70230600-70231800	ENSG00000168040.5	FADD
chr8:101353300-101356500	ENSG00000083307.12	GRHL2
chr19:18947500-18949600	ENSG00000051128.19	HOMER3
chr14:77525300-77527900	ENSG00000100593.18	ISM2
chr22:17329000-17331200	ENSG00000099954.19	CECR2
chr18:365700-367000	ENSG00000079134.12	THOC1
chr16:29131900-29133000	ENSG00000213658.12	LAT
chr6:89502300-89504200	ENSG00000135299.17	ANKRD6
chr14:69796500-69799700	ENSG00000100652.5	SLC10A1
chr3:44029300-44033700	ENSG00000173769.4	TOPAZ1
chr18:59877900-59879700	ENSG00000141682.12	PMAIP1
chr16:48228700-48232200	ENSG00000121270.16	ABCC11
chr10:103510000-103511700	ENSG00000107954.10	NEURL1
chr7:17226700-17232900	ENSG00000106546.14	AHR
chr4:144297400-144304000	ENSG00000170180.22	GYPA
chr3:196134900-196136100	ENSG00000072274.13	TFRC
chr6:4857800-4860300	ENSG00000153046.18	CDYL
chr15:75569200-75571000	ENSG00000169410.10	PTPN9
chr3:190589900-190592200	ENSG00000196083.10	IL1RAP
chr19:4618300-4623600	ENSG00000185361.9	TNFAIP8L1
chr4:26262600-26264100	ENSG00000168214.21	RBPJ
chr10:5512600-5514200	ENSG00000178363.5	CALML3
chr7:55031600-55032700	ENSG00000146648.20	EGFR
chrX:30956200-30961400	ENSG00000157625.15	TAB3
chr2:191326700-191330500	ENSG00000128641.19	MYO1B
chr12:13580700-13583500	ENSG00000273079.7	GRIN2B
chr2:235254600-235256600	ENSG00000157985.19	AGAP1
chr1:202836400-202837500	ENSG00000117139.18	KDM5B
chr13:44149900-44151100	ENSG00000139656.7	SMIM2
chr1:116900400-116902900	ENSG00000134247.10	PTGFRN
chr4:40527200-40528400	ENSG00000163694.15	RBM47
chr15:51362300-51363800	ENSG00000186417.14	GLDN
chr1:183611800-183615200	ENSG00000162704.16	ARPC5
chr19:38689100-38690300	ENSG00000130402.13	ACTN4
chr6:157448600-157451100	ENSG00000175048.17	ZDHHC14
chr2:229349000-229353200	ENSG00000153823.19	PID1
chr1:169493700-169495200	ENSG00000117479.15	SLC19A2
chr18:54800400-54803600	ENSG00000041353.10	RAB27B
chr15:74359600-74361100	ENSG00000140459.18	CYP11A1
chr10:103479800-103481200	ENSG00000183128.7	CALHM3
chr7:38278500-38281500	ENSG00000010270.14	STARD3NL
chr6:6809400-6810600	ENSG00000112799.9	LY86
chr10:21462400-21465400	ENSG00000180592.17	SKIDA1
chr9:124813200-124814300	ENSG00000185585.20	OLFML2A
chr9:87357900-87361000	ENSG00000196730.13	DAPK1
chr6:12536000-12537800	ENSG00000112137.18	PHACTR1
chr6:108799700-108800900	ENSG00000118690.13	ARMC2
chr11:47894800-47897900	ENSG00000030066.13	NUP160
chr12:7145800-7147600	ENSG00000139182.15	CLSTN3
chr20:50452500-50454100	ENSG00000196396.10	PTPN1
chr19:53007100-53009400	ENSG00000269526.1	ERVV-1
chr11:47945200-47946400	ENSG00000149177.13	PTPRJ
chr8:22735000-22736800	ENSG00000179388.9	EGR3
chr10:102950500-102952600	ENSG00000148842.18	CNNM2
chr15:75327800-75329900	ENSG00000140365.16	COMMD4
chr7:108339600-108340800	ENSG00000091129.21	NRCAM
chr7:108341500-108342600	ENSG00000091129.21	NRCAM
chr3:12852900-12854800	ENSG00000144713.13	RPL32
chr7:16663700-16665300	ENSG00000136261.15	BZW2
chr4:38989500-38991300	ENSG00000121895.8	TMEM156
chr8:29516600-29517700	ENSG00000120875.9	DUSP4
chr2:18959100-18963100	ENSG00000185013.16	NT5C1B
chr12:56583400-56585600	ENSG00000076108.12	BAZ2A
chr6:143115200-143116300	ENSG00000146416.19	AIG1
chr4:139683400-139684600	ENSG00000085871.9	MGST2
chr8:102868000-102869400	ENSG00000155096.15	AZIN1
chr19:2351700-2354400	ENSG00000178297.14	TMPRSS9
chr4:99824400-99825600	ENSG00000070190.13	DAPP1
chr10:102391700-102392800	ENSG00000077150.20	NFKB2
chr19:4219100-4224700	ENSG00000105246.6	EBI3
chrX:151386200-151388300	ENSG00000160131.14	VMA21
chr12:6306700-6308100	ENSG00000008323.16	PLEKHG6
chr1:38891400-38893700	ENSG00000274944.4	RP5-864K19.6
chr1:220741300-220742600	ENSG00000117791.16	MTARC2
chr19:42990500-42993000	ENSG00000243130.8	PSG11
chr3:12279400-12281300	ENSG00000132170.24	PPARG
chrX:105721500-105724900	ENSG00000189108.13	IL1RAPL2
chr4:4160800-4163900	ENSG00000163982.6	OTOP1
chr10:103917200-103918400	ENSG00000107960.11	STN1
chr7:101602400-101603500	ENSG00000106436.7	MYL10
chr7:66607800-66610800	ENSG00000243335.10	KCTD7
chr7:69114800-69117200	ENSG00000158321.18	AUTS2
chr21:42453100-42454500	ENSG00000160190.14	SLC37A1
chr16:57663200-57664600	ENSG00000182885.17	ADGRG3
chr2:164850900-164852000	ENSG00000082438.18	COBLL1
chr6:81745300-81746700	ENSG00000112773.16	TENT5A
chr20:18261900-18266400	ENSG00000125846.16	ZNF133
chr6:27567400-27569900	ENSG00000096654.16	ZNF184
chr3:186116700-186120200	ENSG00000244405.8	ETV5
chr6:89042900-89045700	ENSG00000146278.11	PNRC1
chr12:116432400-116433800	ENSG00000258102.5	MAP1LC3B2
chr21:29354400-29357700	ENSG00000156273.16	BACH1
chr1:102200400-102201900	ENSG00000118733.17	OLFM3
chr1:116895800-116897600	ENSG00000134247.10	PTGFRN
chr10:7236100-7237800	ENSG00000198879.13	SFMBT2
chr10:58422800-58424900	ENSG00000108064.11	TFAM
chr10:92484400-92485600	ENSG00000119912.18	IDE
chr11:105014400-105017400	ENSG00000137757.11	CASP5
chr11:119916600-119918300	ENSG00000110400.11	NECTIN1
chr12:49305400-49307500	ENSG00000135406.14	PRPH
chr15:76112100-76113900	ENSG00000169758.13	TMEM266
chr17:38278700-38280000	ENSG00000278845.5	MRPL45
chr17:50595100-50597000	ENSG00000006283.18	CACNA1G
chr17:69395900-69397100	ENSG00000108984.15	MAP2K6
chr18:579600-580700	ENSG00000177143.5	CETN1
chr19:8182900-8184800	ENSG00000090661.12	CERS4
chr2:42325000-42326100	ENSG00000115944.15	COX7A2L
chr2:219903600-219904900	ENSG00000114923.17	SLC4A3
chr22:16856400-16857500	ENSG00000172967.8	XKR3
chr3:87040900-87042700	ENSG00000206538.9	VGLL3
chr3:106108900-106110200	ENSG00000114423.23	CBLB
chr3:150894300-150895700	ENSG00000214237.11	MINDY4B
chr3:194229200-194230500	ENSG00000114315.4	HES1
chr5:65843700-65844800	ENSG00000123213.23	NLN
chr6:43660100-43661600	ENSG00000172426.16	RSPH9
chr6:114083900-114085200	ENSG00000196591.12	HDAC2
chr7:64601400-64603000	ENSG00000173041.12	ZNF680
chr7:96932700-96934200	ENSG00000006377.11	DLX6
chr7:111226300-111227500	ENSG00000173114.13	LRRN3
chr7:144008100-144009900	ENSG00000221813.4	OR6B1
chr8:102974900-102976300	ENSG00000155097.12	ATP6V1C1
chr8:142764300-142766400	ENSG00000283992.2	SLURP2
chr1:183057900-183059100	ENSG00000135862.6	LAMC1
chr3:134311300-134312400	ENSG00000114019.15	AMOTL2
chr5:95794400-95795500	ENSG00000164292.13	RHOBTB3
chr6:12336800-12338000	ENSG00000078401.7	EDN1
chr3:16760800-16762400	ENSG00000092345.14	DAZL
chr1:120181800-120183100	ENSG00000265808.4	SEC22B
chr7:74135100-74137800	ENSG00000106682.16	EIF4H
chr7:142874800-142878800	ENSG00000165125.22	TRPV6
chr15:58881600-58883600	ENSG00000137776.17	SLTM
chr22:45587000-45588200	ENSG00000077942.19	FBLN1
chr4:152894500-152896100	ENSG00000137460.10	FHDC1
chr6:140493600-140495600	ENSG00000164442.10	CITED2
chr19:14010800-14012200	ENSG00000132005.9	RFX1
chr19:8216100-8217500	ENSG00000090661.12	CERS4
chr2:84704600-84705800	ENSG00000186854.11	TRABD2A
chr17:14003400-14007200	ENSG00000006695.12	COX10
chr1:111415400-111422100	ENSG00000085465.13	OVGP1
chr9:75848800-75852100	ENSG00000099139.14	PCSK5
chr8:133346000-133348000	ENSG00000104419.17	NDRG1
chr1:116682200-116683700	ENSG00000143061.18	IGSF3
chr3:43368800-43370700	ENSG00000163788.14	SNRK
chr9:115975500-115981500	ENSG00000182752.10	PAPPA
chr9:131314700-131315900	ENSG00000160539.6	PLPP7
chr1:108811100-108812300	ENSG00000162641.20	AKNAD1
chr6:148624500-148626700	ENSG00000111961.18	SASH1
chr10:126083000-126086300	ENSG00000203780.12	FANK1
chr1:202079900-202081400	ENSG00000170075.10	GPR37L1
chr11:4015400-4017400	ENSG00000167323.12	STIM1
chr10:980400-981800	ENSG00000107937.19	GTPBP4
chr2:118175600-118178000	ENSG00000125629.15	INSIG2
chr10:61066700-61068700	ENSG00000072422.17	RHOBTB1
chr19:1575400-1576700	ENSG00000181588.17	MEX3D
chrX:14846400-14849600	ENSG00000181544.15	FANCB
chr14:68856900-68858800	ENSG00000072110.16	ACTN1
chr16:80814800-80816900	ENSG00000166446.15	CDYL2
chr20:56463700-56465300	ENSG00000022277.13	RTF2
chr5:173046800-173048200	ENSG00000164463.12	CREBRF
chr17:59492300-59494300	ENSG00000108406.10	DHX40
chr17:9574400-9577400	ENSG00000170310.15	STX8
chr2:135072500-135076000	ENSG00000115839.18	RAB3GAP1
chr2:36585100-36587100	ENSG00000171055.15	FEZ2
chr7:28609400-28614200	ENSG00000146592.17	CREB5
chrX:43716500-43718100	ENSG00000189221.10	MAOA
chr16:75396100-75400100	ENSG00000153774.9	CFDP1
chr2:98737100-98738300	ENSG00000071073.13	MGAT4A
chr10:93615100-93616400	ENSG00000095464.10	PDE6C
chr1:61149000-61150100	ENSG00000162599.17	NFIA
chr1:54925400-54926800	ENSG00000116133.13	DHCR24
chr17:37472700-37474400	ENSG00000276023.5	DUSP14
chr1:9125000-9126100	ENSG00000180758.12	GPR157
chr7:51237600-51238900	ENSG00000106078.19	COBL
chr9:81378900-81383700	ENSG00000196781.16	TLE1
chr7:131241100-131242600	ENSG00000128585.18	MKLN1
chr1:119928600-119929900	ENSG00000134249.7	ADAM30
chr1:161156000-161157700	ENSG00000143258.16	USP21
chr10:91896100-91898200	ENSG00000174721.10	FGFBP3
chr11:636400-637700	ENSG00000069696.7	DRD4
chr14:21277200-21279200	ENSG00000092200.13	RPGRIP1
chr19:35536400-35537900	ENSG00000105679.9	GAPDHS
chr2:108188900-108190500	ENSG00000196228.5	SULT1C3
chr2:241396400-241398300	ENSG00000006607.14	FARP2
chr5:31346100-31347900	ENSG00000113361.13	CDH6
chr6:4206900-4208800	ENSG00000198721.13	ECI2
chr6:138564900-138566300	ENSG00000135540.11	NHSL1
chr7:5071400-5072700	ENSG00000272968.5	RBAK-RBAKDN
chr7:149789400-149790700	ENSG00000181444.13	ZNF467
chr9:36568000-36569500	ENSG00000165304.8	MELK
chr1:236153600-236154800	ENSG00000077585.14	GPR137B
chr11:104773500-104774700	ENSG00000204403.9	CASP12
chr16:89904400-89905600	ENSG00000141002.20	TCF25
chr9:21558200-21559400	ENSG00000184995.7	IFNE
chr8:26227600-26229300	ENSG00000221914.11	PPP2R2A
chr9:36286800-36288300	ENSG00000159921.20	GNE
chr9:87390400-87391900	ENSG00000196730.13	DAPK1
chr2:164857300-164861600	ENSG00000082438.18	COBLL1
chr10:42859100-42860500	ENSG00000165733.8	BMS1
chr11:17234800-17237200	ENSG00000070081.17	NUCB2
chr11:120275600-120276800	ENSG00000137709.10	POU2F3
chr11:120277200-120278700	ENSG00000137709.10	POU2F3
chr12:63065700-63067000	ENSG00000166148.4	AVPR1A
chr13:31031200-31033100	ENSG00000175664.10	TEX26
chr13:33047900-33050100	ENSG00000133116.8	KL
chr2:163676500-163678200	ENSG00000182263.14	FIGN
chr2:224409500-224410600	ENSG00000124019.10	FAM124B
chr20:41657600-41659500	ENSG00000124177.16	CHD6
chr3:3007900-3012100	ENSG00000091181.20	IL5RA
chr3:32336700-32338600	ENSG00000153551.14	CMTM7
chr3:122875400-122877200	ENSG00000082684.16	SEMA5B
chr3:190731000-190732800	ENSG00000196083.10	IL1RAP
chr3:194208400-194209500	ENSG00000114315.4	HES1
chr4:183310900-183312500	ENSG00000177300.7	CLDN22
chr5:56372900-56374200	ENSG00000164512.18	ANKRD55
chr8:9117300-9118700	ENSG00000173281.5	PPP1R3B
chr8:20089500-20090700	ENSG00000036565.15	SLC18A1
chr8:20341800-20344600	ENSG00000061337.15	LZTS1
chr8:29118600-29119700	ENSG00000197892.13	KIF13B
chr8:133610300-133611500	ENSG00000008513.16	ST3GAL1
chr9:115888200-115891100	ENSG00000182752.10	PAPPA
chr9:115910300-115912300	ENSG00000182752.10	PAPPA
chr1:20276200-20277900	ENSG00000158816.16	VWA5B1
chr1:116284200-116285300	ENSG00000163399.16	ATP1A1
chr1:216671900-216673000	ENSG00000196482.18	ESRRG
chr14:59242900-59244100	ENSG00000100592.16	DAAM1
chr2:25475600-25477700	ENSG00000119772.18	DNMT3A
chr2:45658500-45659900	ENSG00000171132.14	PRKCE
chr2:69610800-69613000	ENSG00000115977.21	AAK1
chr2:69684700-69685800	ENSG00000115977.21	AAK1
chr2:231031000-231032500	ENSG00000204128.6	C2orf72
chr3:194195000-194196300	ENSG00000114315.4	HES1
chr3:194200800-194202000	ENSG00000114315.4	HES1
chr4:37444500-37445800	ENSG00000154274.15	C4orf19
chr4:88940500-88941900	ENSG00000138640.15	FAM13A
chr4:145738000-145740000	ENSG00000237136.8	C4orf51
chr6:31950300-31951600	ENSG00000243649.9	CFB
chr6:109384900-109386400	ENSG00000135535.17	CD164
chr6:134755000-134757300	ENSG00000118514.14	ALDH8A1
chr6:139749200-139750300	ENSG00000164442.10	CITED2
chr8:20087800-20089000	ENSG00000036565.15	SLC18A1
chr9:89920300-89921700	ENSG00000130222.11	GADD45G
chr9:116179700-116180900	ENSG00000182752.10	PAPPA
chr9:129754900-129756100	ENSG00000148344.11	PTGES
chr1:180090900-180093700	ENSG00000135837.16	CEP350
chr10:46300300-46301700	ENSG00000274209.6	ANTXRL
chr2:127531900-127534000	ENSG00000169994.19	MYO7B
chr6:33543400-33550300	ENSG00000030110.13	BAK1
chrX:150831500-150833500	ENSG00000102181.21	CD99L2
chr9:81464700-81466900	ENSG00000196781.16	TLE1
chr12:1197400-1199100	ENSG00000082805.20	ERC1
chr3:172043000-172044100	ENSG00000075420.13	FNDC3B
chr11:123357300-123360800	ENSG00000023171.19	GRAMD1B
chr15:72193000-72194200	ENSG00000175318.12	GRAMD2A
chr7:75889400-75890700	ENSG00000005486.17	RHBDD2
chr3:13949400-13952100	ENSG00000154764.6	WNT7A
chr10:92541500-92542900	ENSG00000119912.18	IDE
chr20:46633800-46635200	ENSG00000158296.14	SLC13A3
chr11:10182000-10183400	ENSG00000133812.17	SBF2
chr12:4004000-4005400	ENSG00000111224.14	PARP11
chr2:64784400-64785600	ENSG00000179833.4	SERTAD2
chr13:45199500-45200900	ENSG00000180332.7	KCTD4
chr19:7788600-7793600	ENSG00000104938.18	CLEC4M
chr19:17716200-17717400	ENSG00000130479.11	MAP1S
chr8:17491200-17493000	ENSG00000003989.18	SLC7A2
chr14:77089300-77091500	ENSG00000198894.8	CIPC
chr2:181781600-181782700	ENSG00000188452.15	CERKL
chr16:10610300-10611500	ENSG00000213853.10	EMP2
chr7:140189600-140196300	ENSG00000006459.11	KDM7A
chr18:63885800-63887500	ENSG00000197632.9	SERPINB2
chr1:38887600-38890300	ENSG00000274944.4	RP5-864K19.6
chr20:50288700-50290200	ENSG00000172216.6	CEBPB
chr1:55710600-55714100	ENSG00000162402.14	USP24
chr1:202405400-202406800	ENSG00000077157.22	PPP1R12B
chr20:62086400-62091200	ENSG00000130699.19	TAF4
chr15:70168900-70174800	ENSG00000140332.17	TLE3
chr20:12983800-12986400	ENSG00000172296.13	SPTLC3
chr2:37738800-37742500	ENSG00000163171.8	CDC42EP3
chr17:30237400-30239100	ENSG00000108576.10	SLC6A4
chrX:65927800-65929200	ENSG00000155659.15	VSIG4
chr20:1211500-1213100	ENSG00000215595.2	C20orf202
chr7:91367800-91369000	ENSG00000157240.4	FZD1
chr19:34322400-34323500	ENSG00000105220.17	GPI
chr19:18443100-18444200	ENSG00000105655.19	ISYNA1
chr12:5800900-5803500	ENSG00000047617.16	ANO2
chr20:18267300-18274200	ENSG00000125846.16	ZNF133
chr9:34482200-34486300	ENSG00000122735.16	DNAI1
chr9:35048700-35050200	ENSG00000174038.13	C9orf131
chr7:55014700-55017500	ENSG00000146648.20	EGFR
chrX:22089600-22092600	ENSG00000102174.10	PHEX
chr15:52716300-52720300	ENSG00000047346.13	FAM214A
chr18:531700-536500	ENSG00000158270.12	COLEC12
chr3:194726500-194729100	ENSG00000185112.6	FAM43A
chr7:97023200-97024700	ENSG00000105880.7	DLX5
chr22:21049300-21053300	ENSG00000187905.10	LRRC74B
chr17:69586600-69590900	ENSG00000108984.15	MAP2K6
chr12:92148400-92149500	ENSG00000133639.6	BTG1
chr4:188012900-188017000	ENSG00000179059.10	ZFP42
chr2:227683100-227690000	ENSG00000135917.16	SLC19A3
chr9:89859100-89861100	ENSG00000130222.11	GADD45G
chr2:111410500-111412000	ENSG00000153094.24	BCL2L11
chr7:8302100-8306700	ENSG00000003147.19	ICA1
chr15:31035200-31038600	ENSG00000134160.15	TRPM1
chr9:129378100-129379600	ENSG00000188483.8	IER5L
chr6:143578800-143579900	ENSG00000112419.14	PHACTR2
chr7:75959700-75960900	ENSG00000127948.16	POR
chr1:39883900-39885600	ENSG00000043514.17	TRIT1
chr6:35895800-35897000	ENSG00000096063.16	SRPK1
chr16:29135300-29140100	ENSG00000213658.12	LAT
chr12:10208200-10210700	ENSG00000139112.11	GABARAPL1
chr11:94755200-94758900	ENSG00000166025.18	AMOTL1
chr14:102955900-102959500	ENSG00000198752.11	CDC42BPB
chr9:116163100-116165100	ENSG00000182752.10	PAPPA
chr1:43010200-43011800	ENSG00000117394.24	SLC2A1
chr4:108010600-108012900	ENSG00000138796.18	HADH
chr1:206747700-206750900	ENSG00000142224.17	IL19
chr12:3125000-3127000	ENSG00000011105.14	TSPAN9
chr2:74647300-74648600	ENSG00000159374.18	M1AP
chr1:144882200-144883700	ENSG00000196369.11	SRGAP2B
chr1:170269200-170270800	ENSG00000203740.4	METTL11B
chr1:228440200-228441900	ENSG00000168148.4	H3-4
chr11:83082100-83083400	ENSG00000137502.10	RAB30
chr12:110944300-110947300	ENSG00000111245.17	MYL2
chr13:85204000-85205300	ENSG00000184564.11	SLITRK6
chr17:9597700-9599000	ENSG00000166596.15	CFAP52
chr2:218246300-218247900	ENSG00000163466.16	ARPC2
chr22:17747800-17749000	ENSG00000015475.19	BID
chr3:28200100-28201700	ENSG00000187118.14	CMC1
chr4:148372500-148374000	ENSG00000151623.15	NR3C2
chr7:105384000-105385600	ENSG00000135250.17	SRPK2
chrX:47703400-47704700	ENSG00000126756.12	UXT
chr1:14926900-14928100	ENSG00000189337.17	KAZN
chr1:84855500-84857600	ENSG00000171517.6	LPAR3
chr11:94726700-94728000	ENSG00000166025.18	AMOTL1
chr14:103330700-103332100	ENSG00000100664.11	EIF5
chr17:58501900-58503200	ENSG00000108389.10	MTMR4
chr1:94107700-94110900	ENSG00000198691.13	ABCA4
chr15:40875600-40876700	ENSG00000104140.7	RHOV
chr6:37396200-37401300	ENSG00000112130.17	RNF8
chr1:246694200-246695700	ENSG00000143653.10	SCCPDH
chr1:234702700-234704100	ENSG00000168264.11	IRF2BP2
chr9:81305500-81307000	ENSG00000196781.16	TLE1
chr2:10017800-10019000	ENSG00000134317.18	GRHL1
chr1:240642400-240644400	ENSG00000180875.5	GREM2
chr15:60316500-60317800	ENSG00000182718.18	ANXA2
chr5:73302200-73305000	ENSG00000164325.8	TMEM174
chr14:102482600-102485300	ENSG00000156381.9	ANKRD9
chr1:115720600-115722200	ENSG00000118729.12	CASQ2
chr1:184215100-184216700	ENSG00000198860.14	TSEN15
chr10:127952400-127953700	ENSG00000132334.17	PTPRE
chr5:147939000-147940500	ENSG00000178776.5	C5orf46
chr19:17020100-17021300	ENSG00000160111.15	CPAMD8
chr2:46383500-46384600	ENSG00000116016.14	EPAS1
chr3:46087500-46088700	ENSG00000173578.9	XCR1
chr10:7614100-7616900	ENSG00000123243.15	ITIH5
chr14:49990000-49991200	ENSG00000165527.7	ARF6
chr10:102580400-102581600	ENSG00000171206.15	TRIM8
chr22:36950500-36955000	ENSG00000100368.14	CSF2RB
chr9:76350200-76352800	ENSG00000135002.12	RFK
chr5:136720400-136726500	ENSG00000069018.19	TRPC7
chr10:7640300-7642900	ENSG00000123243.15	ITIH5
chr11:14252900-14254100	ENSG00000133818.14	RRAS2
chr1:203115600-203118900	ENSG00000163485.17	ADORA1
chr8:37604200-37605300	ENSG00000183779.7	ZNF703
chr5:138271300-138274800	ENSG00000146013.11	GFRA3
chr4:8466400-8468800	ENSG00000155275.19	TRMT44
chr14:64561700-64563200	ENSG00000165807.8	PPP1R36
chr4:158300700-158303400	ENSG00000171509.16	RXFP1
chr9:109442300-109443700	ENSG00000070159.14	PTPN3
chr11:96085600-96087400	ENSG00000184384.14	MAML2
chr11:64839300-64841400	ENSG00000171219.9	CDC42BPG
chr4:16128500-16130400	ENSG00000007062.12	PROM1
chr6:89048000-89049100	ENSG00000146278.11	PNRC1
chr13:76973100-76977200	ENSG00000102805.16	CLN5
chr19:17312700-17314000	ENSG00000127220.6	ABHD8
chr13:97128600-97130400	ENSG00000139793.19	MBNL2
chr9:87382400-87383600	ENSG00000196730.13	DAPK1
chr1:24700000-24701200	ENSG00000169504.15	CLIC4
chr3:32382900-32386100	ENSG00000153551.14	CMTM7
chr5:174623300-174624900	ENSG00000120149.9	MSX2
chr1:6430600-6432400	ENSG00000187017.17	ESPN
chr10:52117600-52122500	ENSG00000185532.20	PRKG1
chr12:8018100-8020500	ENSG00000065970.9	FOXJ2
chr3:173824000-173828600	ENSG00000169760.17	NLGN1
chr11:47440500-47444100	ENSG00000165917.10	RAPSN
chr8:102699500-102703200	ENSG00000155090.15	KLF10
chr13:44165100-44166900	ENSG00000139656.7	SMIM2
chr14:90820300-90821800	ENSG00000165914.15	TTC7B
chr1:31596100-31598300	ENSG00000142910.16	TINAGL1
chr17:77268500-77272700	ENSG00000184640.20	SEPTIN9
