enhancer_element	closest_gene_id	closest_gene_name
chr8:9259600-9261100	ENSG00000173281.5	PPP1R3B
chr2:96968000-96969400	ENSG00000168754.15	FAM178B
chr8:119653900-119656500	ENSG00000136960.13	ENPP2
chr16:19577100-19578800	ENSG00000103544.15	VPS35L
chr10:126659200-126660600	ENSG00000154493.20	C10orf90
chr5:7672700-7674800	ENSG00000078295.17	ADCY2
chr9:111413100-111415100	ENSG00000136813.15	ECPAS
chr6:134584000-134586500	ENSG00000118515.12	SGK1
chr1:232983500-232985000	ENSG00000135778.12	NTPCR
chr18:32440900-32442100	ENSG00000141441.16	GAREM1
chr11:9165000-9168900	ENSG00000184014.9	DENND5A
chr14:77909400-77911700	ENSG00000063761.16	ADCK1
chr2:152555800-152556900	ENSG00000157827.20	FMNL2
chr5:74796700-74800300	ENSG00000164346.10	NSA2
chr2:232189900-232191600	ENSG00000144535.20	DIS3L2
chr15:56933100-56934500	ENSG00000140262.18	TCF12
chr9:100552700-100558600	ENSG00000170681.7	CAVIN4
chr12:71454100-71459800	ENSG00000127324.9	TSPAN8
chr5:157465900-157467400	ENSG00000172548.15	NIPAL4
chr7:22254100-22255300	ENSG00000136237.19	RAPGEF5
chr11:13704400-13707100	ENSG00000197601.13	FAR1
chr18:55336700-55337900	ENSG00000196628.20	TCF4
chr4:2436100-2439100	ENSG00000206113.11	CFAP99
chr6:70447300-70448900	ENSG00000082269.17	FAM135A
chr4:82740200-82741800	ENSG00000145284.12	SCD5
chr3:69820300-69821500	ENSG00000187098.17	MITF
chr7:78158800-78163500	ENSG00000187391.22	MAGI2
chr2:207075800-207076900	ENSG00000118263.15	KLF7
chr14:72707400-72709700	ENSG00000182732.18	RGS6
chr16:79980300-79982300	ENSG00000178573.7	MAF
chr17:82661000-82665800	ENSG00000141542.11	RAB40B
chr4:187964300-187966100	ENSG00000179059.10	ZFP42
chr11:95084200-95085700	ENSG00000149218.5	ENDOD1
chr17:45863400-45869500	ENSG00000185294.7	SPPL2C
chr4:95189800-95191600	ENSG00000138696.11	BMPR1B
chr2:21250800-21252400	ENSG00000218819.6	TDRD15
chr9:84698200-84699800	ENSG00000148053.17	NTRK2
chr10:116909000-116912700	ENSG00000188316.15	ENO4
chr17:78239600-78241000	ENSG00000204278.12	TMEM235
chr4:165456600-165459600	ENSG00000109472.14	CPE
chr1:26778100-26779400	ENSG00000060642.11	PIGV
chr19:7478000-7479100	ENSG00000104883.8	PEX11G
chr19:42407700-42409600	ENSG00000079435.10	LIPE
chr15:44107000-44109000	ENSG00000171877.21	FRMD5
chr2:165677800-165679200	ENSG00000115339.14	GALNT3
chr1:43287400-43288800	ENSG00000253313.6	C1orf210
chr22:29352600-29354100	ENSG00000100280.17	AP1B1
chr7:151045200-151048900	ENSG00000213199.8	ASIC3
chr3:69381400-69383200	ENSG00000114541.15	FRMD4B
chr1:44020300-44021400	ENSG00000196517.13	SLC6A9
chr7:28811800-28813800	ENSG00000146592.17	CREB5
chr15:52274300-52277800	ENSG00000128833.13	MYO5C
chr11:86195000-86196700	ENSG00000074266.22	EED
chr9:105312700-105314300	ENSG00000070214.16	SLC44A1
chr7:127980300-127982400	ENSG00000128594.8	LRRC4
chr9:120628200-120629400	ENSG00000136861.18	CDK5RAP2
chr1:10296000-10297400	ENSG00000054523.19	KIF1B
chr3:179968400-179970000	ENSG00000114757.19	PEX5L
chr5:109619100-109620500	ENSG00000112893.10	MAN2A1
chr20:2537800-2539700	ENSG00000149488.14	TMC2
chr3:184427900-184430500	ENSG00000090534.20	THPO
chr10:60348100-60349300	ENSG00000151150.22	ANK3
chr17:78225800-78228100	ENSG00000204278.12	TMEM235
chr18:48585500-48586800	ENSG00000134030.14	CTIF
chr4:82762600-82764100	ENSG00000145284.12	SCD5
chr2:33499800-33503100	ENSG00000152689.18	RASGRP3
chr17:32545700-32546900	ENSG00000176749.9	CDK5R1
chr11:75878800-75880200	ENSG00000198382.9	UVRAG
chr17:27992900-27994000	ENSG00000087095.13	NLK
chr11:121983800-121986700	ENSG00000259571.2	BLID
chr14:34707000-34708100	ENSG00000165410.15	CFL2
chr1:183985200-183986400	ENSG00000198756.12	COLGALT2
chr16:19814500-19817800	ENSG00000174628.16	IQCK
chr8:26159200-26161800	ENSG00000221818.9	EBF2
chr13:111966200-111969700	ENSG00000182968.5	SOX1
chr13:21318400-21319700	ENSG00000180776.16	ZDHHC20
chr13:113052300-113053400	ENSG00000126217.21	MCF2L
chr18:26865500-26867300	ENSG00000171885.18	AQP4
chr11:66728500-66729900	ENSG00000173898.15	SPTBN2
chr7:51162000-51164600	ENSG00000106078.19	COBL
chr2:73057100-73060600	ENSG00000144040.13	SFXN5
chr4:158253100-158255300	ENSG00000164124.11	TMEM144
chrX:115948000-115953400	ENSG00000180772.8	AGTR2
chr19:18893000-18894400	ENSG00000223802.9	CERS1
chr4:6444500-6447100	ENSG00000074211.14	PPP2R2C
chr1:205656400-205658600	ENSG00000158715.6	SLC45A3
chr9:126439500-126440600	ENSG00000196814.15	MVB12B
chr3:130427600-130431000	ENSG00000172752.14	COL6A5
chr11:105922700-105925100	ENSG00000170903.11	MSANTD4
chr5:82286500-82288800	ENSG00000186468.13	RPS23
chr17:17471400-17473900	ENSG00000141026.6	MED9
chr4:7355000-7356100	ENSG00000184985.16	SORCS2
chr6:101398000-101404000	ENSG00000164418.22	GRIK2
chr15:77500700-77501800	ENSG00000140382.15	HMG20A
chr14:95457500-95458600	ENSG00000176438.13	SYNE3
chr15:97857000-97859400	ENSG00000140450.9	ARRDC4
chr6:96962500-96969200	ENSG00000186231.17	KLHL32
chr15:101700700-101706200	ENSG00000185418.16	TARS3
chr7:51208300-51212000	ENSG00000106078.19	COBL
chr3:11001600-11002800	ENSG00000157103.12	SLC6A1
chr8:124797700-124800300	ENSG00000170873.19	MTSS1
chr18:34992100-34993200	ENSG00000166974.13	MAPRE2
chr3:10490500-10493200	ENSG00000157087.20	ATP2B2
chr16:19658600-19663100	ENSG00000103544.15	VPS35L
chr1:207403400-207404500	ENSG00000117322.18	CR2
chr8:85927900-85929900	ENSG00000147614.4	ATP6V0D2
chr8:9900800-9904000	ENSG00000173273.16	TNKS
chr6:52372800-52373900	ENSG00000170915.9	PAQR8
chr7:107196000-107198400	ENSG00000105856.14	HBP1
chr2:72811200-72815700	ENSG00000144036.16	EXOC6B
chr1:33145500-33146800	ENSG00000116525.14	TRIM62
chr3:121668400-121669600	ENSG00000180353.11	HCLS1
chr2:210467600-210470700	ENSG00000115365.12	LANCL1
chr18:77044800-77046400	ENSG00000197971.16	MBP
chr2:224990900-224993800	ENSG00000135905.20	DOCK10
chr4:54331000-54334700	ENSG00000134853.12	PDGFRA
chr19:56691800-56693600	ENSG00000127903.14	ZNF835
chr10:97588900-97590100	ENSG00000203942.5	C10orf62
chr18:74457500-74458600	ENSG00000187773.9	DIPK1C
chr3:26620900-26626000	ENSG00000179796.12	LRRC3B
chr1:238403800-238407000	ENSG00000270188.1	MTRNR2L11
chr1:3160200-3161300	ENSG00000142611.17	PRDM16
chr18:10725500-10728100	ENSG00000154864.13	PIEZO2
chr22:37988300-37990100	ENSG00000100146.18	SOX10
chr13:112806000-112808500	ENSG00000068650.19	ATP11A
chr11:82800500-82803600	ENSG00000137509.12	PRCP
chr9:8508100-8509800	ENSG00000153707.18	PTPRD
chr3:72400500-72402100	ENSG00000163602.11	RYBP
chr9:123361800-123362900	ENSG00000148204.12	CRB2
chr20:38285600-38289100	ENSG00000101425.14	BPI
chr18:74398000-74399800	ENSG00000187773.9	DIPK1C
chr1:18109900-18111100	ENSG00000117154.12	IGSF21
chr1:3430800-3432800	ENSG00000130762.15	ARHGEF16
chr18:58978300-58980800	ENSG00000074657.14	ZNF532
chr5:138039300-138040800	ENSG00000031003.10	FAM13B
chr16:80741700-80743000	ENSG00000166446.15	CDYL2
chr6:79418000-79420200	ENSG00000135338.14	LCA5
chr11:122306900-122308100	ENSG00000259571.2	BLID
chr9:111041300-111042900	ENSG00000198121.14	LPAR1
chr17:82561000-82562300	ENSG00000141568.21	FOXK2
chr10:69883300-69886800	ENSG00000197467.17	COL13A1
chr11:105913800-105917100	ENSG00000170903.11	MSANTD4
chr11:117642400-117644200	ENSG00000177103.15	DSCAML1
chr2:227334300-227337300	ENSG00000168958.20	MFF
chr20:1289000-1292900	ENSG00000101298.15	SNPH
chr1:211767900-211770300	ENSG00000123684.13	LPGAT1
chr22:32483800-32485800	ENSG00000100225.18	FBXO7
chr4:82738600-82740000	ENSG00000145284.12	SCD5
chr2:66540700-66542700	ENSG00000143995.20	MEIS1
chr7:44275500-44276700	ENSG00000058404.20	CAMK2B
chr1:84297000-84298200	ENSG00000203943.9	SAMD13
chr11:117748900-117750000	ENSG00000177103.15	DSCAML1
chr7:139634200-139635400	ENSG00000064393.16	HIPK2
chr6:97448700-97451000	ENSG00000146263.12	MMS22L
chr11:103885500-103888000	ENSG00000170967.5	DDI1
chr8:139876100-139877900	ENSG00000169427.8	KCNK9
chr22:40897900-40899900	ENSG00000172404.5	DNAJB7
chr10:60435200-60437800	ENSG00000151150.22	ANK3
chr5:124284800-124286300	ENSG00000168916.16	ZNF608
chr1:203138000-203139600	ENSG00000163485.17	ADORA1
chr16:90002100-90003300	ENSG00000003249.15	DBNDD1
chr3:56901200-56903000	ENSG00000163947.12	ARHGEF3
chr1:29753700-29755700	ENSG00000060656.20	PTPRU
chr2:25949900-25952700	ENSG00000084731.15	KIF3C
chr2:238951500-238953100	ENSG00000233608.4	TWIST2
chr16:12510300-12512000	ENSG00000048471.14	SNX29
chr11:95111000-95112400	ENSG00000149218.5	ENDOD1
chr2:39623000-39626000	ENSG00000152154.11	TMEM178A
chr17:4544500-4545600	ENSG00000132382.15	MYBBP1A
chr3:171154600-171156600	ENSG00000154310.17	TNIK
chr14:101900400-101904200	ENSG00000078304.19	PPP2R5C
chr7:83881800-83884600	ENSG00000170381.14	SEMA3E
chr10:69489000-69490400	ENSG00000099282.10	TSPAN15
chr14:99275400-99277700	ENSG00000127152.18	BCL11B
chr5:127434000-127435400	ENSG00000164244.21	PRRC1
chr2:6958600-6960000	ENSG00000151692.15	RNF144A
chr7:51266400-51268100	ENSG00000106078.19	COBL
chr1:6914400-6916600	ENSG00000171735.19	CAMTA1
chr7:32055000-32056800	ENSG00000154678.18	PDE1C
chr11:46627100-46629900	ENSG00000180423.4	HARBI1
chr13:100668500-100670100	ENSG00000125247.16	TMTC4
chr1:177280800-177285200	ENSG00000198797.7	BRINP2
chr5:61622500-61624200	ENSG00000130449.6	ZSWIM6
chr13:35880000-35881600	ENSG00000133083.15	DCLK1
chr13:24157900-24159100	ENSG00000182957.16	SPATA13
chr1:116030600-116032000	ENSG00000163393.13	SLC22A15
chr13:51716700-51718500	ENSG00000102796.12	DHRS12
chr22:49991100-49994600	ENSG00000188263.10	IL17REL
chr18:647100-648400	ENSG00000079101.16	CLUL1
chr5:144597800-144600000	ENSG00000183775.11	KCTD16
chr3:42688400-42689500	ENSG00000157119.12	KLHL40
chr2:152577300-152579000	ENSG00000157827.20	FMNL2
chr2:152461000-152462500	ENSG00000157827.20	FMNL2
chrX:18493200-18495300	ENSG00000008086.13	CDKL5
chr9:135702900-135705300	ENSG00000107147.14	KCNT1
chr4:17528700-17532200	ENSG00000249581.2	CLRN2
chr17:77656400-77659600	ENSG00000184640.20	SEPTIN9
chr5:140356300-140360000	ENSG00000113073.15	SLC4A9
chr6:154493500-154497400	ENSG00000288520.1	RP3-402L9.3
chr10:11271600-11277800	ENSG00000048740.18	CELF2
chr15:85023200-85024400	ENSG00000073417.15	PDE8A
chr10:133081800-133085100	ENSG00000197177.16	ADGRA1
chr2:50828500-50832900	ENSG00000179915.24	NRXN1
chr12:82758400-82761800	ENSG00000179104.9	TMTC2
chr16:56254200-56255400	ENSG00000087258.16	GNAO1
chr3:58391800-58392900	ENSG00000168297.16	PXK
chr18:55204400-55206000	ENSG00000196628.20	TCF4
chr6:96905800-96911500	ENSG00000123545.6	NDUFAF4
chr7:103091600-103095000	ENSG00000170632.14	ARMC10
chr13:77735000-77737600	ENSG00000139737.22	SLAIN1
chr6:98414700-98417100	ENSG00000184486.10	POU3F2
chr21:28333000-28334200	ENSG00000156239.12	N6AMT1
chr9:36203300-36205600	ENSG00000122705.17	CLTA
chr19:16462500-16463600	ENSG00000127527.14	EPS15L1
chr13:21321800-21322900	ENSG00000180776.16	ZDHHC20
chr1:11647900-11649000	ENSG00000132879.14	FBXO44
chr2:49285400-49291100	ENSG00000170820.12	FSHR
chr10:96351800-96353600	ENSG00000197430.11	OPALIN
chr2:72514700-72516900	ENSG00000144036.16	EXOC6B
chr6:89948900-89950500	ENSG00000135355.4	GJA10
chr2:54946800-54949200	ENSG00000214595.12	EML6
chr22:48942000-48945600	ENSG00000219438.9	TAFA5
chr12:3488700-3495300	ENSG00000111218.12	PRMT8
chr1:58579400-58580600	ENSG00000184292.7	TACSTD2
chr12:48864500-48865700	ENSG00000172602.11	RND1
chr20:62847200-62848300	ENSG00000101190.13	TCFL5
chr10:73534900-73536600	ENSG00000166348.19	USP54
chr21:25974000-25975500	ENSG00000142192.21	APP
chr3:197507400-197508700	ENSG00000161267.12	BDH1
chr2:239084000-239087900	ENSG00000068024.17	HDAC4
chr1:201663500-201665300	ENSG00000134369.15	NAV1
chr5:180370200-180372000	ENSG00000131459.13	GFPT2
chr2:51029500-51033200	ENSG00000179915.24	NRXN1
chr1:225853400-225854600	ENSG00000196187.12	TMEM63A
chr20:62851700-62853000	ENSG00000101190.13	TCFL5
chr18:50439200-50442000	ENSG00000154839.10	SKA1
chr10:59584600-59585700	ENSG00000165449.12	SLC16A9
chr22:49459800-49463700	ENSG00000100425.18	BRD1
chr17:29115900-29117300	ENSG00000196535.17	MYO18A
chr16:57247900-57250000	ENSG00000102931.8	ARL2BP
chr2:210439000-210441700	ENSG00000115365.12	LANCL1
chr6:148295200-148296500	ENSG00000111961.18	SASH1
chr12:68780300-68782100	ENSG00000135679.26	MDM2
chr6:134444400-134445500	ENSG00000118515.12	SGK1
chr7:28759100-28760500	ENSG00000146592.17	CREB5
chr12:26978300-26980800	ENSG00000064115.11	TM7SF3
chr3:118947600-118950300	ENSG00000144847.13	IGSF11
chr17:51347500-51348700	ENSG00000011260.14	UTP18
chr2:235713600-235715400	ENSG00000157985.19	AGAP1
chr3:197380400-197382100	ENSG00000075711.21	DLG1
chr15:68623000-68624100	ENSG00000103647.13	CORO2B
chr10:48596300-48601800	ENSG00000128805.15	ARHGAP22
chr6:134739100-134742500	ENSG00000118514.14	ALDH8A1
chr11:111080100-111081700	ENSG00000150750.9	C11orf53
chr16:85843900-85845600	ENSG00000131143.10	COX4I1
chr18:50645500-50646900	ENSG00000141639.12	MAPK4
chr4:175998900-1.76e+08	ENSG00000150625.16	GPM6A
chr1:15039900-15044300	ENSG00000189337.17	KAZN
chr20:48662300-48663500	ENSG00000124126.14	PREX1
chr19:55287000-55288500	ENSG00000160469.17	BRSK1
chr21:25900300-25902700	ENSG00000142192.21	APP
chr5:14736900-14738600	ENSG00000154122.14	ANKH
chr18:10464300-10465500	ENSG00000154856.13	APCDD1
chr19:50554800-50558300	ENSG00000131409.13	LRRC4B
chr4:20393500-20395900	ENSG00000145147.20	SLIT2
chr19:56820800-56822400	ENSG00000269699.6	ZIM2
chr3:59643500-59645700	ENSG00000189283.10	FHIT
chr7:137434200-137436900	ENSG00000105894.12	PTN
chr1:175678600-175680200	ENSG00000116147.17	TNR
chr2:96975700-96978800	ENSG00000168754.15	FAM178B
chr17:20124800-20129900	ENSG00000128487.18	SPECC1
chr4:24405500-24408100	ENSG00000109606.13	DHX15
chr1:92168100-92171400	ENSG00000189195.15	BTBD8
chr10:178100-179300	ENSG00000015171.20	ZMYND11
chr2:109154900-109156800	ENSG00000172985.11	SH3RF3
chr5:61518700-61520100	ENSG00000130449.6	ZSWIM6
chr9:98666400-98668400	ENSG00000136928.7	GABBR2
chr10:62088300-62089400	ENSG00000150347.17	ARID5B
chr14:72606400-72607600	ENSG00000182732.18	RGS6
chr15:32837000-32838300	ENSG00000248905.10	FMN1
chr6:134750300-134752100	ENSG00000118514.14	ALDH8A1
chr1:180987500-180989100	ENSG00000135823.14	STX6
chr14:31475900-31480600	ENSG00000214943.5	GPR33
chr12:120816000-120817400	ENSG00000157837.16	SPPL3
chr2:176192000-176193700	ENSG00000128645.15	HOXD1
chr9:98705300-98708500	ENSG00000136928.7	GABBR2
chr5:84566800-84568200	ENSG00000164176.13	EDIL3
chr11:13719400-13722500	ENSG00000197601.13	FAR1
chr7:22165800-22171000	ENSG00000136237.19	RAPGEF5
chr16:56284800-56286400	ENSG00000087258.16	GNAO1
chr10:22707400-22709400	ENSG00000150867.14	PIP4K2A
chr17:45898800-45900000	ENSG00000186868.17	MAPT
chr10:89313000-89317600	ENSG00000119922.11	IFIT2
chr11:84175900-84180500	ENSG00000150672.18	DLG2
chr1:183830500-183831600	ENSG00000143344.16	RGL1
chr22:32519500-32522800	ENSG00000185666.15	SYN3
chr19:7226600-7228900	ENSG00000171105.14	INSR
chr2:232883200-232884500	ENSG00000066248.15	NGEF
chr1:230339700-230341700	ENSG00000177614.11	PGBD5
chr11:83009900-83011000	ENSG00000137502.10	RAB30
chr1:242177300-242181700	ENSG00000197769.6	MAP1LC3C
chr1:64097500-64099500	ENSG00000185483.12	ROR1
chr17:19412700-19416200	ENSG00000128482.16	RNF112
chr19:30566800-30568000	ENSG00000198597.9	ZNF536
chr1:225515000-225516400	ENSG00000154380.17	ENAH
chr14:69558800-69562700	ENSG00000267909.3	CCDC177
chr20:40217600-40219400	ENSG00000204103.4	MAFB
chr10:97087800-97090400	ENSG00000187122.17	SLIT1
chr6:134252900-134254700	ENSG00000118515.12	SGK1
chr4:87982800-87986300	ENSG00000118785.15	SPP1
chr3:35669100-35671500	ENSG00000172995.17	ARPP21
chr11:64626400-64628100	ENSG00000110076.19	NRXN2
chr9:90271300-90273600	ENSG00000165023.7	DIRAS2
chr13:35944700-35946200	ENSG00000133083.15	DCLK1
chr4:42582500-42584900	ENSG00000124406.16	ATP8A1
chr10:121547600-121549500	ENSG00000066468.24	FGFR2
chr20:36457800-36459700	ENSG00000080845.19	DLGAP4
chr7:154337100-154340600	ENSG00000130226.17	DPP6
chr1:44652000-44653600	ENSG00000187147.18	RNF220
chr5:77990800-77992100	ENSG00000132842.14	AP3B1
chr13:113039700-113040900	ENSG00000126217.21	MCF2L
chr3:78814800-78817600	ENSG00000169855.20	ROBO1
chr12:2679600-2682300	ENSG00000004478.8	FKBP4
chrX:71143700-71144900	ENSG00000196338.14	NLGN3
chr2:26905800-26908300	ENSG00000157851.17	DPYSL5
chr20:45364900-45366000	ENSG00000204070.10	SYS1
chr2:152547500-152548900	ENSG00000157827.20	FMNL2
chr20:25376200-25377400	ENSG00000100997.20	ABHD12
chr14:72740000-72743400	ENSG00000205683.12	DPF3
chr11:126455800-126461400	ENSG00000110080.20	ST3GAL4
chr3:127410800-127414200	ENSG00000239620.3	PRR20G
chr10:64350000-64352100	ENSG00000165476.14	REEP3
chr17:74973700-74975600	ENSG00000167861.16	HID1
chr7:117739500-117743500	ENSG00000077063.11	CTTNBP2
chr12:121429800-121431300	ENSG00000170633.16	RNF34
chrX:38493400-38495500	ENSG00000156298.13	TSPAN7
chr8:143801700-143802900	ENSG00000180900.20	SCRIB
chr5:1348400-1352900	ENSG00000049656.14	CLPTM1L
chr8:38318200-38319400	ENSG00000147548.17	NSD3
chr4:184478700-184480300	ENSG00000168310.11	IRF2
chr7:37005700-37008300	ENSG00000155849.16	ELMO1
chr22:20819500-20820800	ENSG00000241973.11	PI4KA
chr5:10384200-10385900	ENSG00000145495.16	MARCHF6
chr17:35072200-35073400	ENSG00000092871.17	RFFL
chr16:47845200-47851900	ENSG00000102893.16	PHKB
chr7:112004700-112007400	ENSG00000128512.23	DOCK4
chr11:62060800-62063300	ENSG00000149503.13	INCENP
chr9:85638300-85642700	ENSG00000135049.16	AGTPBP1
chr12:29959600-29961900	ENSG00000133687.16	TMTC1
chr5:31266300-31267900	ENSG00000113361.13	CDH6
chr16:66997900-66999100	ENSG00000172824.16	CES4A
chr2:224979700-224981400	ENSG00000135905.20	DOCK10
chr7:78487500-78488700	ENSG00000187391.22	MAGI2
chr15:76949300-76952200	ENSG00000117906.14	RCN2
chr20:3330700-3332300	ENSG00000088854.13	C20orf194
chr5:5292800-5295000	ENSG00000164151.12	ICE1
chr5:179361300-179363200	ENSG00000087116.16	ADAMTS2
chr8:130594200-130596500	ENSG00000153317.15	ASAP1
chr9:133643900-133646100	ENSG00000123454.12	DBH
chrX:153570800-153572600	ENSG00000262919.8	CCNQ
chr13:97379700-97382200	ENSG00000139793.19	MBNL2
chr17:64268100-64273700	ENSG00000136478.8	TEX2
chr1:230859900-230861300	ENSG00000119280.17	C1orf198
chr12:118156700-118158700	ENSG00000135090.14	TAOK3
chr14:33801300-33803000	ENSG00000151322.20	NPAS3
chr18:37504800-37508200	ENSG00000101489.20	CELF4
chr2:30787700-30790600	ENSG00000162949.16	CAPN13
chr5:65755100-65757100	ENSG00000123213.23	NLN
chr5:139822700-139824600	ENSG00000146005.4	PSD2
chr1:30720800-30722200	ENSG00000162510.6	MATN1
chr17:38482500-38483700	ENSG00000275832.5	ARHGAP23
chrX:38844300-38848200	ENSG00000165175.16	MID1IP1
chr13:27283400-27286100	ENSG00000122035.7	RASL11A
chr22:29334600-29336000	ENSG00000100280.17	AP1B1
chr9:119178300-119181900	ENSG00000078725.13	BRINP1
chr2:74094300-74096200	ENSG00000163170.12	BOLA3
chr20:21612800-21616500	ENSG00000125813.14	PAX1
chr4:184187800-184192500	ENSG00000164303.11	ENPP6
chr5:137311900-137314800	ENSG00000152377.14	SPOCK1
chr1:17078600-17083300	ENSG00000117118.10	SDHB
chr7:50782300-50783700	ENSG00000106070.20	GRB10
chr6:148548300-148549600	ENSG00000111961.18	SASH1
chr15:91883800-91885200	ENSG00000176463.14	SLCO3A1
chr10:23036200-23038200	ENSG00000148450.13	MSRB2
chr2:25054100-25057600	ENSG00000084710.14	EFR3B
chr5:31641900-31643000	ENSG00000133401.16	PDZD2
chr10:82931400-82933300	ENSG00000185737.13	NRG3
chr12:60479700-60481800	ENSG00000118596.12	SLC16A7
chr6:71888000-71889500	ENSG00000079841.18	RIMS1
chr8:23011000-23012400	ENSG00000134020.8	PEBP4
chr8:144623300-144624400	ENSG00000147799.11	ARHGAP39
chr21:32652900-32656500	ENSG00000159082.18	SYNJ1
chr6:53635100-53636200	ENSG00000001084.13	GCLC
chr14:58787100-58790700	ENSG00000165617.15	DACT1
chr11:8085800-8087500	ENSG00000166402.9	TUB
chr5:127428000-127429700	ENSG00000164244.21	PRRC1
chr1:184659900-184662600	ENSG00000116406.19	EDEM3
chr16:9884600-9887700	ENSG00000183454.18	GRIN2A
chr2:71591100-71593200	ENSG00000135636.15	DYSF
chr1:205061200-205062300	ENSG00000184144.12	CNTN2
chr1:26552900-26554700	ENSG00000117676.14	RPS6KA1
chr1:149965200-149966400	ENSG00000014914.21	MTMR11
chr16:50841100-50842300	ENSG00000083799.18	CYLD
chr6:136448000-136450300	ENSG00000135525.19	MAP7
chr1:176903000-176904900	ENSG00000152092.16	ASTN1
chr1:2384700-2386100	ENSG00000116151.14	MORN1
chr22:38026300-38028900	ENSG00000100151.16	PICK1
chr5:137868900-137872300	ENSG00000120729.10	MYOT
chr17:73531600-73534800	ENSG00000069188.17	SDK2
chr4:55427600-55430000	ENSG00000134851.13	TMEM165
chr22:50420600-50423300	ENSG00000100239.16	PPP6R2
chr15:42405800-42407500	ENSG00000092529.25	CAPN3
chr17:66517300-66518700	ENSG00000154229.12	PRKCA
chr12:98900000-98902500	ENSG00000185046.19	ANKS1B
chr2:114875000-114876900	ENSG00000175497.17	DPP10
chr17:78491900-78494700	ENSG00000187775.17	DNAH17
chr16:1012800-1016400	ENSG00000005513.10	SOX8
chr22:38264500-38265700	ENSG00000198792.13	TMEM184B
chr19:58036900-58039400	ENSG00000152467.10	ZSCAN1
chr1:161992700-161996500	ENSG00000162745.11	OLFML2B
chr3:135969300-135970500	ENSG00000073711.11	PPP2R3A
chr17:79610300-79611800	ENSG00000167281.19	RBFOX3
chr15:85107400-85108800	ENSG00000073417.15	PDE8A
chr10:24787300-24790400	ENSG00000107863.19	ARHGAP21
chr12:53679000-53680100	ENSG00000135390.21	ATP5MC2
chr6:128513600-128514700	ENSG00000152894.15	PTPRK
chr2:15817600-15818800	ENSG00000134323.12	MYCN
chr2:240228700-240230200	ENSG00000178602.8	OTOS
chr4:502800-505000	ENSG00000174227.16	PIGG
chr17:39148500-39149800	ENSG00000161381.14	PLXDC1
chr18:7660700-7661900	ENSG00000173482.17	PTPRM
chr15:84946400-84947500	ENSG00000073417.15	PDE8A
chr6:15505500-15506600	ENSG00000047579.20	DTNBP1
chr13:44147600-44148900	ENSG00000139656.7	SMIM2
chr21:16589500-16591300	ENSG00000155313.16	USP25
chr12:106650500-106654400	ENSG00000111783.13	RFX4
chr7:28646500-28648000	ENSG00000146592.17	CREB5
chr12:125411000-125413300	ENSG00000139364.11	TMEM132B
chr19:31314600-31315700	ENSG00000121297.8	TSHZ3
chr4:41379900-41382900	ENSG00000064042.18	LIMCH1
chr16:9372200-9374500	ENSG00000182831.12	C16orf72
chr1:150473400-150475100	ENSG00000143374.17	TARS2
chr12:123482600-123484200	ENSG00000184209.15	SNRNP35
chr12:3656100-3660200	ENSG00000130038.10	CRACR2A
chr4:113275900-113277600	ENSG00000145362.21	ANK2
chr6:166494900-166496000	ENSG00000071242.12	RPS6KA2
chr4:6379700-6381700	ENSG00000074211.14	PPP2R2C
chr10:14496700-14497900	ENSG00000151474.23	FRMD4A
chr16:24938600-24940100	ENSG00000140750.17	ARHGAP17
chr17:60065200-60066400	ENSG00000068097.15	HEATR6
chr2:10957300-10958400	ENSG00000162975.5	KCNF1
chr21:31688200-31689500	ENSG00000142168.15	SOD1
chr3:161245900-161247400	ENSG00000169251.13	NMD3
chr4:40972500-40973600	ENSG00000163697.17	APBB2
chr5:131147100-131148300	ENSG00000169567.13	HINT1
chr7:31814200-31816100	ENSG00000106341.11	PPP1R17
chr8:17117100-17118200	ENSG00000104219.13	ZDHHC2
chr11:130421800-130423600	ENSG00000134917.10	ADAMTS8
chr17:28043800-28045000	ENSG00000087095.13	NLK
chr7:35760300-35761400	ENSG00000122545.20	SEPTIN7
chr7:124718500-124719900	ENSG00000170775.3	GPR37
chr12:62921800-62923300	ENSG00000111110.12	PPM1H
chr5:150189100-150192200	ENSG00000011083.9	SLC6A7
chr18:9941600-9947500	ENSG00000101558.14	VAPA
chr3:148085900-148087300	ENSG00000144891.19	AGTR1
chr15:101436900-101438000	ENSG00000140479.18	PCSK6
chr18:32333000-32334400	ENSG00000141441.16	GAREM1
chr7:30513900-30517100	ENSG00000006625.18	GGCT
chr11:8079900-8081100	ENSG00000166402.9	TUB
chr20:49956300-49960700	ENSG00000124226.11	RNF114
chr12:78087700-78089300	ENSG00000067798.16	NAV3
chr1:179052400-179054000	ENSG00000116199.12	FAM20B
chr2:24880700-24881900	ENSG00000138031.15	ADCY3
chr18:13624300-13625600	ENSG00000168675.19	LDLRAD4
chr1:181555300-181558400	ENSG00000198216.12	CACNA1E
chr1:235840900-235843000	ENSG00000143669.14	LYST
chr10:133085400-133092300	ENSG00000197177.16	ADGRA1
chr12:109873300-109874400	ENSG00000139433.11	GLTP
chr17:38437700-38438800	ENSG00000275832.5	ARHGAP23
chr2:24228400-24233700	ENSG00000198399.15	ITSN2
chr7:128040600-128042800	ENSG00000128594.8	LRRC4
chr10:116950000-116955100	ENSG00000187164.20	SHTN1
